COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS,PASS_START_TIME,PASS_END_TIME,TOTAL_POWER_CONSUMPTION
K491432000,6,3,1.96,1.62,19:21.0,22:39.0,0
K491432000,6,4,1.62,1.34,22:51.0,26:57.0,0
K491432000,6,5,1.35,1.11,27:10.0,30:46.0,0
K491432000,6,6,1.11,0.92,31:01.0,35:28.0,0
K491422000,6,1,2.64,2.31,44:02.0,14:12.0,0
K491422000,6,2,2.29,1.92,14:45.0,18:45.0,0
K491422000,6,3,1.91,1.57,18:53.0,22:15.0,0
K491422000,6,4,1.3,1.58,18:53.0,26:42.0,0
K491422000,6,5,1.3,1.06,26:52.0,31:11.0,0
K491422000,6,6,1.05,0.86,31:33.0,37:20.0,0
K481815000,5,1,2.03,1.49,43:41.0,55:06.0,0
K481815000,5,2,1.48,1.12,55:49.0,00:41.0,0
K481815000,5,3,1.11,0.85,00:51.0,05:06.0,0
K481815000,5,4,0.84,0.64,05:30.0,11:06.0,0
K481815000,5,5,0.63,0.48,11:20.0,18:13.0,0
K481040000,5,1,2.01,1.49,14:50.0,24:36.0,0
K481040000,5,2,1.49,1.12,25:10.0,29:29.0,0
K481040000,5,3,1.12,0.83,29:50.0,34:34.0,0
K481040000,5,4,0.84,0.63,35:01.0,41:14.0,0
K481040000,5,5,0.63,0.47,41:29.0,48:35.0,0
K490755000,6,1,2.01,1.54,13:50.0,25:23.0,0
K490809000,6,1,2.03,1.55,22:53.0,33:19.0,0
K490809000,6,2,1.53,1.2,33:50.0,38:14.0,0
K490809000,6,3,1.2,0.93,39:06.0,43:25.0,0
K490809000,6,4,0.93,0.72,43:41.0,48:41.0,0
K490809000,6,5,0.72,0.56,49:08.0,55:23.0,0
K481273000,0,1,2.02,1.49,49:08.0,23:03.0,0
K481273000,5,2,1.48,1.12,23:23.0,27:32.0,0
K481273000,5,3,1.12,0.84,27:45.0,33:08.0,0
K481273000,5,4,0.84,0.64,33:42.0,40:45.0,0
K481273000,5,5,0.63,0.48,41:06.0,49:21.0,0
K482237000,6,1,2.03,1.64,53:08.0,53:15.0,0
K482237000,6,4,0.77,0.56,32:50.0,39:46.0,0
K491377000,6,2,1.51,1.16,46:06.0,50:45.0,0
K491377000,6,3,1.15,0.87,51:06.0,55:54.0,0
K491377000,6,4,0.87,0.66,57:28.0,04:19.0,0
K491377000,6,6,0.49,0.37,15:29.0,28:39.0,0
K491059000,0,1,2.05,1.58,15:06.0,39:37.0,0
K491059000,6,3,1.22,0.95,45:10.0,50:10.0,0
K491196000,6,2,1.47,1.09,47:07.0,51:25.0,0
K491196000,6,3,1.09,0.79,51:50.0,57:07.0,0
K490916000,6,1,2.25,1.7,20:26.0,30:45.0,0
K490916000,6,2,1.69,1.3,31:21.0,36:01.0,0
K490916000,6,3,1.29,1,36:13.0,40:23.0,0
K490916000,6,4,1,0.76,40:34.0,45:57.0,0
K490990000,6,6,0.49,0.37,50:44.0,00:23.0,0
K491197000,0,1,2,1.47,50:44.0,17:38.0,0
K491197000,6,4,0.8,0.58,43:48.0,49:50.0,0
K491197000,6,6,0.41,0.3,00:11.0,12:23.0,0
K491194000,6,2,1.52,1.21,38:34.0,53:06.0,0
K491194000,6,6,0.44,0.32,14:14.0,24:52.0,0
K491458000,6,6,0.49,0.37,14:59.0,22:48.0,0
K491409000,6,3,1.29,1,49:51.0,53:57.0,0
K491409000,6,4,0.99,0.75,54:11.0,59:05.0,0
K491409000,6,5,0.76,0.57,00:00.0,06:01.0,0
K491044000,6,3,1.17,0.89,38:14.0,43:03.0,0
K491044000,6,4,0.69,0.9,38:14.0,48:41.0,0
K491044000,6,5,0.68,0.52,49:22.0,55:50.0,0
K491044000,6,6,0.51,0.39,56:09.0,04:04.0,0
K491193000,6,1,1.99,1.49,17:20.0,28:52.0,0
K491193000,6,2,1.47,1.09,29:58.0,34:37.0,0
K491193000,6,5,0.57,0.41,46:36.0,54:24.0,0
K491393000,5,1,2.81,2.32,27:18.0,34:18.0,0
K491393000,5,2,2.32,1.96,34:38.0,38:44.0,0
K491393000,5,3,1.66,1.96,34:38.0,42:15.0,0
K491393000,5,4,1.66,1.39,42:29.0,46:51.0,0
K491393000,5,5,1.39,1.17,47:17.0,52:01.0,0
K491125000,5,2,4.35,3.97,03:46.0,12:44.0,0
K491532000,6,5,0.67,0.51,20:23.0,27:00.0,0
K491532000,6,6,0.51,0.39,27:21.0,36:00.0,0
K491364000,5,1,2.74,2.34,41:03.0,49:13.0,0
K491253000,0,1,2.01,1.54,04:57.0,39:13.0,0
K491011000,6,1,1.97,1.47,02:56.0,15:52.0,0
K491011000,6,2,1.46,1.09,16:19.0,22:14.0,0
K491011000,6,3,1.09,0.79,22:30.0,28:41.0,0
K491011000,6,4,0.86,0.66,28:55.0,29:01.0,0
K491375000,6,1,2.01,1.55,39:55.0,50:57.0,0
K491375000,6,2,1.53,1.17,51:35.0,55:32.0,0
K491375000,6,6,0.51,0.38,14:08.0,22:10.0,0
K491196000,6,4,0.79,0.58,17:24.0,24:04.0,0
K490990000,6,4,0.88,0.66,36:40.0,42:30.0,0
K490990000,6,5,0.65,0.49,42:54.0,49:54.0,0
K491194000,6,1,2,1.49,25:29.0,38:00.0,0
K491012000,6,6,0.42,0.3,22:11.0,33:22.0,0
K491364000,5,4,1.68,1.41,58:59.0,04:30.0,0
K491049000,5,2,2.33,1.97,27:54.0,30:17.0,0
K491049000,5,3,1.95,1.66,30:33.0,33:54.0,0
K491049000,5,4,1.66,1.39,34:08.0,37:08.0,0
K491011000,6,5,0.57,0.41,51:11.0,01:49.0,0
K491015000,6,1,2.03,1.49,19:16.0,31:36.0,0
K491015000,6,2,1.46,1.09,32:39.0,37:49.0,0
K491015000,6,6,0.41,0.3,01:18.0,12:30.0,0
K490293000,6,3,1.09,0.8,39:38.0,45:53.0,0
K490293000,6,6,0.42,0.3,03:00.0,14:16.0,0
K491192000,6,3,1.09,0.79,39:22.0,44:53.0,0
K491192000,6,5,0.58,0.42,13:09.0,21:14.0,0
K490279000,6,1,1.98,1.51,05:59.0,28:08.0,0
K490279000,6,4,0.84,0.63,57:57.0,03:46.0,0
K490279000,6,5,0.47,0.63,57:57.0,11:10.0,0
K490279000,6,6,0.46,0.34,11:54.0,21:15.0,0
K490287000,6,1,2.02,1.51,27:06.0,37:48.0,0
K490287000,6,4,0.64,0.85,43:22.0,53:40.0,0
K490533000,6,5,0.59,0.45,56:24.0,04:04.0,0
K490533000,6,6,0.45,0.33,04:23.0,13:52.0,0
K491010000,6,3,1.08,0.81,36:47.0,41:26.0,0
K491010000,6,4,0.81,0.6,41:49.0,47:31.0,0
K491010000,6,6,0.45,0.34,55:39.0,05:11.0,0
K490496000,0,1,2.01,1.48,55:39.0,19:32.0,0
K490496000,6,2,1.46,1.09,20:16.0,24:48.0,0
K490496000,6,3,1.08,0.8,25:05.0,29:56.0,0
K490496000,6,4,0.8,0.59,30:15.0,36:04.0,0
K490354000,6,1,2.01,1.51,59:59.0,09:52.0,0
K490354000,6,2,1.5,1.15,10:26.0,15:19.0,0
K490354000,6,3,1.15,0.86,15:38.0,20:13.0,0
K490354000,6,4,0.86,0.64,20:37.0,26:07.0,0
K490354000,6,6,0.48,0.37,34:40.0,43:45.0,0
K491712000,6,6,0.48,0.36,22:06.0,31:08.0,0
K491068000,6,1,2.03,1.53,36:15.0,44:37.0,0
K491068000,6,2,1.51,1.15,45:14.0,49:37.0,0
K491068000,6,6,0.48,0.36,07:17.0,17:02.0,0
K491671000,5,1,2.8,2.32,21:38.0,29:32.0,0
K491671000,5,2,2.33,1.97,29:54.0,34:10.0,0
K491671000,5,3,1.95,1.65,34:28.0,38:24.0,0
K491671000,5,4,1.65,1.39,38:38.0,42:17.0,0
K491671000,5,5,1.39,1.17,43:00.0,47:56.0,0
K491477000,7,5,1.34,1.12,33:34.0,38:55.0,0
K490438000,6,2,1.5,1.14,07:43.0,11:43.0,0
K490438000,6,3,1.14,0.86,11:58.0,17:23.0,0
K490438000,6,6,0.49,0.36,32:46.0,43:37.0,0
K490399000,6,1,1.98,1.49,46:40.0,59:20.0,0
K490993000,8,2,1.82,1.51,08:35.0,11:48.0,0
K490993000,8,3,1.5,1.25,12:01.0,17:52.0,0
K491662000,8,1,2.23,1.81,55:20.0,05:10.0,0
K491662000,8,2,1.82,1.51,05:48.0,09:00.0,0
K491662000,8,3,1.5,1.26,09:17.0,13:43.0,0
K491662000,8,4,1.25,1.04,13:59.0,17:51.0,0
K491662000,8,6,0.87,0.74,24:05.0,52:43.0,0
K490598000,7,3,1.68,1.4,19:29.0,22:26.0,0
K490598000,7,4,1.39,1.17,22:38.0,26:01.0,0
K490598000,7,5,1.17,0.99,26:11.0,29:56.0,0
K480924000,8,1,5.09,4.46,25:10.0,17:29.0,0
K480924000,8,4,3.64,3.29,28:55.0,32:10.0,0
K480924000,8,5,3.29,2.96,32:18.0,35:28.0,0
K480924000,8,6,2.97,2.66,35:40.0,38:40.0,0
K480924000,8,7,2.66,2.4,38:48.0,43:07.0,0
K480924000,8,8,2.4,2.02,43:18.0,47:13.0,0
K490578000,8,5,2.59,2.26,09:34.0,12:32.0,0
K490578000,8,6,2.25,1.95,12:52.0,15:19.0,0
K490578000,8,7,1.96,1.71,15:26.0,19:34.0,0
K490578000,8,8,1.71,1.54,19:57.0,22:39.0,0
K490332000,8,1,2.81,2.36,29:11.0,36:08.0,0
K490332000,8,2,2.36,2.03,36:35.0,39:00.0,0
K490332000,8,3,2.01,1.71,39:14.0,42:18.0,0
K490332000,8,4,1.72,1.48,42:28.0,45:09.0,0
K490332000,8,5,1.47,1.25,45:23.0,48:59.0,0
K490332000,8,8,0.94,0.83,57:31.0,02:01.0,0
K481393000,8,1,3.5,2.96,10:33.0,16:24.0,0
K481393000,8,2,2.97,2.56,16:53.0,19:23.0,0
K481393000,8,3,2.57,2.23,20:09.0,22:41.0,0
K481393000,8,4,2.22,1.95,22:54.0,25:11.0,0
K481393000,8,5,1.95,1.74,25:28.0,28:21.0,0
K481393000,8,6,1.74,1.53,28:55.0,31:32.0,0
K481393000,8,7,1.53,1.37,31:49.0,34:36.0,0
K481393000,8,8,1.36,1.23,34:47.0,37:54.0,0
K471388000,8,1,3.22,2.71,42:23.0,48:54.0,0
K471388000,8,2,2.7,2.33,49:25.0,51:58.0,0
K471388000,8,3,2.33,2.01,52:11.0,54:36.0,0
K471388000,8,4,2.01,1.73,54:51.0,57:23.0,0
K491179000,5,4,0.86,0.63,53:34.0,00:29.0,0
K491179000,5,5,0.63,0.47,00:48.0,08:11.0,0
K491798000,5,3,1.32,1.02,15:43.0,20:10.0,0
K491798000,5,4,1.03,0.8,20:50.0,25:37.0,0
K491858000,5,1,2.78,2.27,41:19.0,48:24.0,0
K491499000,6,2,1.5,1.15,18:10.0,22:48.0,0
K491499000,6,3,1.14,0.87,23:10.0,28:20.0,0
K491867000,7,1,2.79,2.34,38:01.0,44:45.0,0
K491867000,7,2,2.32,1.96,45:21.0,48:51.0,0
K491880000,3,1,2.82,2.25,19:02.0,27:48.0,0
K491880000,3,2,2.24,1.83,28:30.0,31:55.0,0
K491880000,3,3,1.82,1.47,32:12.0,35:39.0,0
K491675000,7,6,1.07,0.87,54:02.0,00:48.0,0
K491675000,7,7,0.86,0.7,01:01.0,06:23.0,0
K4A0002000,7,1,3.23,2.49,10:36.0,16:16.0,0
K4A0002000,7,2,2.47,1.96,16:58.0,19:46.0,0
K4A0022000,6,4,1.55,1.27,27:43.0,34:00.0,0
K490885000,6,2,1.7,1.33,56:49.0,01:24.0,0
K490885000,6,3,1.32,1.03,04:58.0,09:25.0,0
K481662000,6,4,0.93,0.72,36:03.0,41:13.0,0
K481662000,6,5,0.71,0.55,42:00.0,48:33.0,0
K490982000,6,1,2.22,1.7,38:39.0,46:48.0,0
K491871000,6,6,0.84,0.67,09:48.0,15:19.0,0
K4A0035000,6,1,2.83,2.24,26:03.0,31:38.0,0
K4A0035000,6,2,2.22,1.77,32:05.0,34:35.0,0
K4A0035000,6,3,1.77,1.38,35:18.0,38:17.0,0
K491874000,5,1,2.8,2.24,06:01.0,10:57.0,0
K491874000,5,2,2.23,1.83,11:28.0,13:54.0,0
K491874000,5,3,1.81,1.49,14:08.0,17:48.0,0
K4A0038000,5,1,2.78,2.24,31:15.0,36:05.0,0
K4A0020000,5,4,1.48,1.2,08:35.0,12:13.0,0
K4A0020000,5,5,1.2,0.97,12:22.0,16:12.0,0
K491861000,4,4,1.47,1.18,56:36.0,00:04.0,0
K491870000,5,1,2.83,2.24,04:49.0,12:15.0,0
K491870000,5,2,2.24,1.82,12:42.0,15:49.0,0
K491870000,5,3,1.81,1.48,16:03.0,18:58.0,0
K491913000,6,1,2.81,2.21,56:34.0,03:32.0,0
K491913000,6,2,2.21,1.78,04:09.0,07:49.0,0
K491862000,6,1,2.81,2.22,01:42.0,07:56.0,0
K4A0023000,6,3,1.78,1.41,46:57.0,49:39.0,0
K4A0023000,6,6,0.87,0.68,57:47.0,02:11.0,0
K4A0164000,4,3,1.48,1.83,14:22.0,20:42.0,0
K4A0164000,4,4,1.46,1.17,20:56.0,24:26.0,0
K490477000,6,1,2.46,1.98,28:39.0,56:00.0,0
K4A0167000,4,1,2.83,2.25,24:06.0,31:29.0,0
K4A0167000,4,2,2.24,1.82,32:04.0,35:03.0,0
K4A0167000,4,3,1.82,1.46,35:17.0,38:20.0,0
K4A0161000,6,1,2.79,2.28,45:54.0,52:46.0,0
K4A0161000,6,2,2.26,1.85,53:24.0,56:20.0,0
K4A0161000,6,3,1.85,1.49,56:37.0,59:32.0,0
K4A0161000,6,6,0.96,0.78,08:41.0,13:16.0,0
K490397000,6,1,1.94,2.3,52:21.0,01:12.0,0
K490397000,6,2,1.91,1.47,01:59.0,05:43.0,0
K4A0010000,4,1,2.05,1.49,40:22.0,51:30.0,0
K4A0010000,4,2,1.48,1.11,52:17.0,57:07.0,0
K490398000,6,5,0.55,0.4,08:12.0,16:34.0,0
K490398000,6,6,0.4,0.29,17:30.0,29:08.0,0
K491019000,4,1,2.02,1.47,17:32.0,27:56.0,0
K491314000,6,5,0.61,0.44,19:51.0,28:08.0,0
K491324000,5,1,2.7,2.27,30:04.0,41:48.0,0
K491324000,5,2,2.26,1.86,44:50.0,50:16.0,0
K491324000,5,3,1.86,1.5,50:35.0,55:02.0,0
K491834000,5,1,2.03,1.51,11:03.0,21:34.0,0
K491834000,5,2,1.5,1.14,22:12.0,26:50.0,0
K491834000,5,3,1.13,0.86,27:18.0,31:55.0,0
K491834000,5,4,0.85,0.64,32:20.0,38:09.0,0
K491031000,1,1,2.02,1.5,50:42.0,01:14.0,0
K481375000,7,2,2.34,1.97,39:02.0,41:26.0,0
K490576000,7,6,1.15,0.98,30:13.0,34:29.0,0
K490576000,7,7,0.97,0.83,35:06.0,39:35.0,0
K490455000,8,1,2.84,2.36,04:06.0,11:46.0,0
K490455000,8,2,2.35,2.01,12:08.0,14:43.0,0
K490455000,8,3,2.01,1.72,15:20.0,18:22.0,0
K490455000,8,4,1.73,1.47,18:32.0,21:21.0,0
K490455000,8,5,1.48,1.28,21:39.0,24:57.0,0
K490455000,8,6,1.27,1.09,25:30.0,29:03.0,0
K490555000,8,8,0.95,0.82,17:26.0,21:43.0,0
K481475000,8,2,2.1,1.8,37:47.0,40:29.0,0
K481475000,8,3,1.8,1.55,41:07.0,44:07.0,0
K481475000,8,4,1.55,1.35,45:15.0,48:15.0,0
K481228000,7,1,2.84,2.33,39:03.0,47:54.0,0
K481611000,8,1,2.22,1.76,25:22.0,36:30.0,0
K481593000,8,2,1.76,1.44,40:19.0,43:40.0,0
K481593000,8,3,1.44,1.17,43:54.0,47:12.0,0
K481593000,8,4,1.17,0.97,47:30.0,51:16.0,0
K481593000,8,5,0.96,0.8,51:28.0,55:49.0,0
K481593000,8,6,0.8,0.68,56:09.0,01:10.0,0
K481593000,8,7,0.67,0.56,01:23.0,07:05.0,0
K482343000,8,2,1.77,1.44,27:28.0,30:48.0,0
K482343000,8,3,1.44,1.18,31:00.0,34:18.0,0
K482343000,8,4,1.17,0.96,34:34.0,38:42.0,0
K491892000,5,1,2.04,1.57,17:02.0,26:23.0,0
K481030000,5,1,2.02,1.52,16:44.0,29:49.0,0
K481030000,5,2,1.5,1.15,30:20.0,33:39.0,0
K481030000,5,3,1.15,0.86,34:00.0,38:16.0,0
K491416000,6,3,1.32,1.03,27:46.0,32:12.0,0
K491416000,6,4,1.03,0.79,32:29.0,37:22.0,0
K4A0032000,7,1,2.8,2.34,37:14.0,44:07.0,0
K4A0032000,7,2,2.33,1.96,45:45.0,49:26.0,0
K490409000,8,1,2.54,2.04,48:38.0,57:20.0,0
K490333000,6,3,1.81,1.48,17:57.0,22:26.0,0
K490333000,6,4,1.47,1.2,22:46.0,26:22.0,0
K481410000,7,6,0.99,0.83,58:05.0,02:15.0,0
K481410000,7,7,0.83,0.72,02:40.0,08:54.0,0
K491797000,8,5,1.24,0.99,00:01.0,04:10.0,0
K491797000,8,6,0.99,0.79,04:28.0,09:38.0,0
K491797000,8,8,0.63,0.51,16:07.0,22:58.0,0
K481435000,7,6,0.99,0.83,56:02.0,00:24.0,0
K481435000,7,7,0.83,0.71,00:40.0,05:54.0,0
K4A0022000,6,5,1.28,1.06,34:50.0,40:37.0,0
K4A0022000,6,6,1.06,0.87,40:59.0,45:44.0,0
K490885000,6,6,0.62,0.48,22:31.0,31:05.0,0
K491062000,5,1,2.26,1.69,36:03.0,44:32.0,0
K491062000,5,2,1.68,1.29,45:14.0,49:45.0,0
K481662000,6,1,2.05,1.55,15:09.0,24:02.0,0
K4A0036000,3,2,2.22,1.77,29:47.0,32:50.0,0
K4A0036000,3,3,1.77,1.38,33:00.0,36:01.0,0
K491879000,6,2,2.28,1.85,41:33.0,43:55.0,0
K491879000,6,3,1.84,1.5,44:03.0,46:59.0,0
K4A0041000,5,1,2.81,2.25,32:39.0,38:55.0,0
K4A0041000,5,2,2.24,1.82,39:24.0,42:04.0,0
K4A0041000,5,3,1.83,1.49,42:20.0,45:22.0,0
K4A0041000,5,4,1.48,1.2,45:42.0,48:46.0,0
K4A0046000,6,1,2.8,2.3,02:33.0,07:50.0,0
K4A0046000,6,2,2.29,1.9,08:17.0,11:09.0,0
K4A0046000,6,3,1.9,1.56,11:38.0,14:31.0,0
K4A0046000,6,4,1.57,1.29,14:45.0,17:58.0,0
K491872000,5,4,1.5,1.2,08:12.0,11:31.0,0
K491872000,5,5,0.98,1.21,08:12.0,15:52.0,0
K471693000,5,2,1.5,1.14,17:14.0,22:02.0,0
K471693000,5,3,1.14,0.85,22:19.0,27:38.0,0
K480645000,5,5,0.89,0.68,05:50.0,13:35.0,0
K491886000,4,3,1.11,0.83,57:03.0,02:11.0,0
K491886000,4,4,0.82,0.62,02:44.0,08:18.0,0
K4A0157000,5,1,2.8,2.26,13:19.0,20:54.0,0
K4A0157000,5,2,2.26,1.84,21:40.0,24:41.0,0
K4A0157000,5,3,1.84,1.5,24:55.0,28:12.0,0
K4A0157000,5,4,1.5,1.21,28:22.0,31:36.0,0
K4A0157000,5,5,1.21,0.98,31:53.0,35:51.0,0
K4A0165000,4,1,2.79,2.24,15:21.0,21:06.0,0
K4A0165000,4,2,2.25,1.82,21:33.0,24:41.0,0
K4A0165000,4,3,1.83,1.46,24:55.0,27:52.0,0
K480581000,5,2,1.93,1.51,29:20.0,32:50.0,0
K480581000,5,3,1.51,1.15,33:07.0,36:39.0,0
K4A0160000,6,5,1.1,0.86,38:52.0,43:51.0,0
K490398000,6,4,0.76,0.55,00:16.0,07:49.0,0
K490821000,4,2,1.47,1.08,59:07.0,02:52.0,0
K490821000,4,3,1.07,0.79,03:06.0,08:00.0,0
K490821000,4,4,0.79,0.57,08:40.0,16:52.0,0
K490576000,7,3,1.92,1.6,18:52.0,21:48.0,0
K490576000,7,4,1.6,1.36,22:45.0,25:56.0,0
K490576000,7,5,1.35,1.15,26:26.0,29:53.0,0
K490329000,7,5,1.35,1.14,06:29.0,10:07.0,0
K490329000,7,6,1.15,0.96,10:16.0,14:20.0,0
K490329000,7,7,0.96,0.82,14:50.0,19:51.0,0
K490555000,8,1,2.81,2.37,44:04.0,52:23.0,0
K490555000,8,2,2.36,2.02,53:10.0,55:31.0,0
K490555000,8,3,2,1.71,55:46.0,58:20.0,0
K490555000,8,6,1.27,1.1,07:26.0,11:26.0,0
K490555000,8,7,1.09,0.94,11:48.0,17:06.0,0
K481228000,7,2,2.33,1.96,48:29.0,51:22.0,0
K481228000,7,3,1.96,1.66,51:32.0,54:02.0,0
K481228000,7,4,1.66,1.43,54:53.0,58:16.0,0
K481611000,8,6,0.8,0.67,59:44.0,05:00.0,0
K482343000,0,1,2.22,1.79,07:30.0,26:58.0,0
K491485000,5,4,0.97,0.77,00:16.0,05:26.0,0
K491892000,5,2,1.56,1.24,27:22.0,31:12.0,0
K491892000,5,3,1.23,0.97,31:31.0,35:45.0,0
K491800000,6,3,1.78,1.41,17:08.0,20:20.0,0
K491800000,6,4,1.41,1.1,20:42.0,24:34.0,0
K491800000,6,5,1.1,0.87,24:49.0,29:04.0,0
K491800000,6,6,0.86,0.67,29:32.0,35:36.0,0
K491831000,6,4,1.41,1.11,29:00.0,32:49.0,0
K491831000,6,5,1.11,0.87,33:14.0,38:33.0,0
K491326000,7,1,2.79,2.32,51:44.0,58:26.0,0
K491326000,7,2,2.32,1.95,59:30.0,03:31.0,0
K491326000,7,3,1.95,1.62,03:51.0,06:54.0,0
K491326000,7,4,1.63,1.35,07:16.0,10:40.0,0
K491326000,7,5,1.35,1.11,11:08.0,14:36.0,0
K491326000,7,6,1.12,0.93,14:57.0,19:35.0,0
K491423000,7,1,2.73,2.32,29:55.0,35:48.0,0
K491423000,7,2,2.32,1.95,38:08.0,41:21.0,0
K491423000,7,3,1.95,1.62,41:44.0,44:11.0,0
K491423000,7,4,1.63,1.35,44:36.0,47:39.0,0
K491873000,6,5,1.29,1.06,16:35.0,20:15.0,0
K491873000,6,6,1.06,0.88,20:40.0,25:07.0,0
K491867000,7,6,1.12,0.93,00:15.0,04:31.0,0
K491867000,7,7,0.93,0.77,04:57.0,09:33.0,0
K491863000,3,3,1.83,1.47,27:49.0,30:45.0,0
K491914000,4,4,1.47,1.17,46:19.0,50:20.0,0
K491882000,5,1,2.79,2.24,48:32.0,55:28.0,0
K491882000,5,2,2.24,1.82,56:00.0,59:38.0,0
K490333000,6,1,2.83,2.24,05:19.0,13:55.0,0
K490333000,6,2,2.23,1.82,14:39.0,17:49.0,0
K491279000,6,3,1.62,1.32,59:10.0,03:07.0,0
K491279000,6,4,1.31,1.06,03:19.0,08:54.0,0
K491279000,6,6,0.86,0.72,17:33.0,24:49.0,0
K491675000,7,5,1.34,1.07,49:53.0,53:20.0,0
K491145000,7,6,0.98,0.83,16:05.0,20:28.0,0
K491145000,7,7,0.83,0.7,20:42.0,26:56.0,0
K481435000,7,2,2.01,1.64,39:27.0,42:48.0,0
K481435000,7,3,1.64,1.39,42:59.0,46:42.0,0
K491045000,4,3,1.09,0.79,28:50.0,34:45.0,0
K481662000,6,2,1.55,1.2,24:43.0,30:51.0,0
K481662000,6,3,1.2,0.93,31:13.0,35:43.0,0
K491897000,6,1,2.23,1.59,02:24.0,11:21.0,0
K491897000,6,2,1.57,1.24,11:56.0,16:18.0,0
K491897000,6,3,1.24,0.98,16:36.0,20:38.0,0
K491897000,6,4,0.98,0.78,20:58.0,26:02.0,0
K4A0050000,6,1,2.24,1.74,43:45.0,53:08.0,0
K4A0050000,6,2,1.71,1.36,53:38.0,57:28.0,0
K490982000,6,4,1.02,0.79,57:11.0,02:05.0,0
K4A0053000,6,6,1.06,0.87,08:20.0,12:21.0,0
K491868000,5,1,2.79,2.24,19:29.0,25:47.0,0
K491868000,5,2,2.25,1.82,26:17.0,29:04.0,0
K491868000,5,3,1.81,1.47,29:14.0,33:52.0,0
K491868000,5,4,1.47,1.2,34:15.0,37:37.0,0
K491871000,6,3,1.77,1.38,57:08.0,00:37.0,0
K491871000,6,4,1.38,1.08,00:50.0,04:33.0,0
K491871000,6,5,1.07,0.84,04:47.0,09:22.0,0
K491883000,6,1,2.84,2.22,20:50.0,27:13.0,0
K491883000,6,2,2.22,1.76,27:35.0,30:11.0,0
K491883000,6,3,1.77,1.38,30:44.0,34:34.0,0
K491883000,6,4,1.38,1.08,34:53.0,38:58.0,0
K4A0048000,5,3,1.76,1.39,08:10.0,11:16.0,0
K4A0048000,5,4,1.39,1.1,11:44.0,15:16.0,0
K4A0048000,5,5,1.1,0.88,15:29.0,19:44.0,0
K4A0039000,4,1,2.8,2.24,40:46.0,46:25.0,0
K4A0039000,4,2,2.24,1.81,46:53.0,49:22.0,0
K4A0039000,4,3,1.47,1.8,46:53.0,52:47.0,0
K4A0039000,4,4,1.46,1.18,53:12.0,56:33.0,0
K491861000,4,2,2.26,1.83,50:15.0,53:10.0,0
K491861000,4,3,1.84,1.47,53:24.0,56:20.0,0
K491917000,4,4,1.47,1.18,39:01.0,42:58.0,0
K4A0024000,6,4,1.48,1.19,47:07.0,50:34.0,0
K4A0024000,6,5,1.19,0.96,50:54.0,55:10.0,0
K491881000,3,2,2.25,1.84,49:23.0,53:20.0,0
K491881000,3,3,1.84,1.48,53:35.0,56:57.0,0
K491862000,6,2,2.21,1.77,08:22.0,13:54.0,0
K491862000,6,3,1.77,1.4,14:20.0,18:09.0,0
K491154000,4,3,1.08,0.79,34:27.0,40:14.0,0
K491154000,4,4,0.78,0.57,40:31.0,47:33.0,0
K481959000,6,6,0.44,0.32,01:26.0,11:22.0,0
K491370000,5,1,2.04,1.51,25:49.0,36:10.0,0
K491886000,4,2,1.48,1.11,52:07.0,56:43.0,0
K4A0164000,0,1,2.81,2.25,57:47.0,13:29.0,0
K4A0164000,4,2,2.24,1.82,14:22.0,17:26.0,0
K4A0161000,6,4,1.5,1.2,00:17.0,03:46.0,0
K4A0161000,6,5,1.19,0.96,04:24.0,08:21.0,0
K491314000,6,1,2.03,1.49,49:06.0,01:59.0,0
K491314000,6,2,1.49,1.12,02:32.0,06:21.0,0
K481375000,7,1,2.77,2.33,27:50.0,38:36.0,0
K490329000,7,1,2.85,2.33,45:54.0,55:35.0,0
K490329000,7,2,2.31,1.92,56:12.0,59:46.0,0
K490455000,8,7,1.09,0.94,29:14.0,33:14.0,0
K481475000,8,5,1.36,1.18,48:42.0,52:05.0,0
K481475000,8,6,1.18,1.02,52:18.0,56:01.0,0
K481611000,8,7,0.67,0.57,05:14.0,12:29.0,0
K491802000,7,4,1.52,1.25,08:04.0,11:51.0,0
K491802000,7,5,1.24,1.01,12:10.0,16:01.0,0
K491665000,6,1,2.76,2.26,32:55.0,38:59.0,0
K491888000,6,1,2.82,2.23,14:26.0,20:16.0,0
K491888000,6,3,1.81,1.46,23:53.0,26:42.0,0
K491353000,5,2,2.27,1.86,50:10.0,52:45.0,0
K491353000,5,3,1.86,1.49,52:57.0,55:41.0,0
K491353000,5,4,1.5,1.21,55:55.0,59:03.0,0
K491326000,7,7,0.93,0.77,19:56.0,24:27.0,0
K491423000,7,5,1.35,1.11,47:59.0,51:15.0,0
K491423000,7,6,1.12,0.93,51:39.0,55:36.0,0
K491423000,7,7,0.93,0.78,55:59.0,00:22.0,0
K491906000,7,1,2.79,2.27,05:36.0,12:46.0,0
K491906000,7,2,2.27,1.87,13:36.0,18:10.0,0
K491906000,7,3,1.86,1.52,18:30.0,21:36.0,0
K491906000,7,4,1.52,1.24,21:56.0,25:48.0,0
K491906000,7,5,1.24,1.01,26:11.0,30:36.0,0
K491906000,7,6,1.01,0.82,31:05.0,36:45.0,0
